date,open,high,low,close,volume
2022-02-02 12:00:00,135.76,136.55,135.68,135.9504,403083
2022-02-02 11:00:00,135.96,136.18,135.26,135.78,602839
2022-02-02 10:00:00,135.5,136.69,135.27,135.93,582527
2022-02-02 09:00:00,135.75,136.25,135.53,135.53,134370
2022-02-02 08:00:00,135.8,135.97,135.61,135.97,3260
2022-02-01 20:00:00,135.45,135.7,135.45,135.6,3170
2022-02-01 19:00:00,135.73,135.74,135.46,135.4601,3374
2022-02-01 18:00:00,135.53,135.76,135.46,135.73,16440
2022-02-01 17:00:00,135.53,135.82,135.45,135.45,146940
2022-02-01 16:00:00,135.24,135.96,135.21,135.5,1382939
2022-02-01 15:00:00,134.33,135.41,134.29,135.25,809846
2022-02-01 14:00:00,134.3,134.57,133.88,134.3081,419411
2022-02-01 13:00:00,133.52,134.38,133.46,134.3,653761
2022-02-01 12:00:00,133.95,134.05,133.3093,133.53,526553
2022-02-01 11:00:00,133.49,134.07,132.94,133.98,689117
2022-02-01 10:00:00,133.69,133.97,132.5,133.54,734173
2022-02-01 09:00:00,133.9798,133.99,133.61,133.65,7426
2022-02-01 08:00:00,133.88,133.95,133.88,133.95,307
2022-02-01 07:00:00,133.97,133.99,133.97,133.99,400
2022-02-01 06:00:00,133.8,133.8,133.8,133.8,400
2022-02-01 05:00:00,133.91,133.91,133.91,133.91,395
2022-01-31 20:00:00,133.18,133.35,133.18,133.3,1467
2022-01-31 18:00:00,133.17,133.17,133.17,133.17,407
2022-01-31 17:00:00,133.57,133.6,133.49,133.5599,180667
2022-01-31 16:00:00,132.8494,133.66,132.47,133.56,1201640
2022-01-31 15:00:00,133.51,133.69,132.78,132.85,557079
2022-01-31 14:00:00,133.45,133.68,133.2837,133.51,398061
2022-01-31 13:00:00,133.24,133.5246,133.1659,133.451,360452
2022-01-31 12:00:00,132.74,133.399,132.55,133.27,578521
2022-01-31 11:00:00,133.365,133.64,132.3,132.73,710721
2022-01-31 10:00:00,134.28,134.37,133.11,133.38,529031
2022-01-31 09:00:00,134.0,134.6,133.98,134.1001,4032
2022-01-31 08:00:00,134.05,134.35,133.8,134.35,2098
2022-01-31 07:00:00,134.42,134.42,134.05,134.05,382
2022-01-31 05:00:00,134.2,134.33,134.2,134.33,500
2022-01-28 20:00:00,134.53,134.53,134.53,134.53,1010
2022-01-28 19:00:00,134.4899,134.5,134.39,134.5,1140
2022-01-28 18:00:00,134.47,134.55,134.47,134.55,1624
2022-01-28 17:00:00,134.5,134.57,134.17,134.47,220492
2022-01-28 16:00:00,133.66,134.53,133.3,134.5,1170005
2022-01-28 15:00:00,133.81,134.01,132.56,133.63,424192
2022-01-28 14:00:00,133.65,134.07,133.4701,133.82,337993
2022-01-28 13:00:00,133.39,133.875,133.2806,133.66,409648
2022-01-28 12:00:00,132.9743,133.61,132.43,133.3979,508686
2022-01-28 11:00:00,132.14,133.52,131.79,132.93,870245
2022-01-28 10:00:00,132.4,133.69,131.83,132.11,751179
2022-01-28 09:00:00,131.5167,132.3,131.19,132.3,5248
2022-01-28 08:00:00,132.14,132.15,131.19,131.19,2478
2022-01-28 07:00:00,131.67,131.8,131.39,131.8,1624
2022-01-28 06:00:00,132.41,132.41,132.41,132.41,241
2022-01-27 20:00:00,132.52,132.52,132.52,132.52,503
2022-01-27 19:00:00,133.0,133.0,132.89,132.89,1218
2022-01-27 18:00:00,133.25,133.25,132.56,132.7,1783
2022-01-27 17:00:00,132.52,133.89,132.12,132.58,100227
2022-01-27 16:00:00,132.79,133.37,132.42,132.51,1225570
2022-01-27 15:00:00,132.43,133.1,132.21,132.78,546372
2022-01-27 14:00:00,132.74,132.8718,132.08,132.4895,581187
2022-01-27 13:00:00,134.5,134.75,132.64,132.69,565920
2022-01-27 12:00:00,134.25,134.74,133.32,134.51,590937
2022-01-27 11:00:00,133.89,134.72,133.2509,134.23,727964
2022-01-27 10:00:00,135.24,135.24,133.25,133.83,618428
2022-01-27 09:00:00,133.75,134.54,133.75,134.54,1497
2022-01-27 08:00:00,134.2,134.24,133.75,134.24,1768
2022-01-26 20:00:00,134.51,134.53,134.13,134.13,1199
2022-01-26 19:00:00,134.64,134.75,134.5,134.75,4117
2022-01-26 18:00:00,134.15,134.28,134.15,134.28,1106
2022-01-26 17:00:00,134.26,134.9,133.36,134.35,335280
2022-01-26 16:00:00,134.53,134.71,133.13,134.21,1516823
2022-01-26 15:00:00,135.655,136.32,133.53,134.58,1046958
2022-01-26 14:00:00,135.99,136.005,135.4302,135.7,429443
2022-01-26 13:00:00,135.82,137.07,135.81,135.97,857072
2022-01-26 12:00:00,134.975,136.48,134.81,135.83,777901
2022-01-26 11:00:00,135.3,137.0656,134.45,135.02,1510703
2022-01-26 10:00:00,137.3,137.3,133.585,135.28,1052824
2022-01-26 09:00:00,137.2099,137.43,136.52,137.0901,13350
2022-01-26 08:00:00,137.18,137.4,137.0,137.0,5481
2022-01-26 07:00:00,137.36,137.4,137.15,137.16,2240
2022-01-26 06:00:00,137.46,137.46,137.41,137.42,605
2022-01-26 05:00:00,136.16,137.0,136.16,137.0,1186
2022-01-25 20:00:00,136.29,136.29,136.08,136.08,7359
2022-01-25 19:00:00,135.55,136.5,135.5499,136.29,11461
2022-01-25 18:00:00,135.65,135.78,135.5,135.5,8378
2022-01-25 17:00:00,136.1,136.5,135.54,135.65,194096
2022-01-25 16:00:00,137.16,137.25,135.58,136.125,3601326
2022-01-25 15:00:00,134.94,137.3361,134.87,137.15,2630468
2022-01-25 14:00:00,131.91,134.94,131.56,134.94,1974601
2022-01-25 13:00:00,132.67,133.94,131.8,131.92,1807182
2022-01-25 12:00:00,131.76,133.2499,131.0553,132.67,1652149
2022-01-25 11:00:00,128.957,133.57,128.83,131.77,3275454
2022-01-25 10:00:00,129.75,131.73,128.3,128.91,3415962
2022-01-25 09:00:00,129.25,131.01,128.49,129.75,134055
2022-01-25 08:00:00,131.6,131.6,129.29,130.68,57736
2022-01-25 07:00:00,132.45,132.45,131.23,131.3,7329
2022-01-25 06:00:00,132.4,133.48,132.4,132.4,7773
2022-01-25 05:00:00,132.0,132.4,132.0,132.4,630
2022-01-24 20:00:00,130.6999,132.29,130.3,131.99,131666
2022-01-24 19:00:00,131.26,131.35,128.5,130.5,302519
2022-01-24 18:00:00,136.29,136.42,128.82,131.26,674127
2022-01-24 17:00:00,128.82,138.45,127.23,136.21,1664472
2022-01-24 16:00:00,125.99,129.15,125.95,129.06,2307881
2022-01-24 15:00:00,126.49,127.08,125.19,125.99,955518
2022-01-24 14:00:00,125.34,126.67,124.92,126.49,1084155
2022-01-24 13:00:00,125.13,125.62,124.193,125.36,1186575
2022-01-24 12:00:00,126.415,126.5852,124.43,125.155,1464474
2022-01-24 11:00:00,127.255,127.425,126.05,126.475,1355328
2022-01-24 10:00:00,128.08,128.37,126.95,127.25,1766624
2022-01-24 09:00:00,128.81,129.28,128.08,128.37,20318
2022-01-24 08:00:00,129.0,129.0,128.4,128.7,7452
2022-01-24 07:00:00,128.54,128.54,128.54,128.54,400
2022-01-24 06:00:00,129.01,129.01,128.61,128.9,1674
2022-01-24 05:00:00,129.22,129.22,129.22,129.22,153
2022-01-21 20:00:00,129.38,129.38,129.12,129.3,400
2022-01-21 19:00:00,129.23,129.23,129.06,129.06,959
2022-01-21 18:00:00,129.47,129.75,129.4,129.4,7447
2022-01-21 17:00:00,129.35,129.45,129.17,129.4,193710
2022-01-21 16:00:00,129.9093,130.08,129.27,129.35,1366126
2022-01-21 15:00:00,130.44,130.57,129.83,129.94,455658
2022-01-21 14:00:00,130.64,130.82,130.05,130.41,351437
2022-01-21 13:00:00,131.04,131.04,130.2802,130.64,509830
2022-01-21 12:00:00,131.31,131.725,130.7894,131.04,616393
2022-01-21 11:00:00,131.11,131.43,130.1101,131.3,860179
2022-01-21 10:00:00,130.57,132.0,130.5101,131.08,894437
2022-01-21 09:00:00,130.4516,131.08,130.2,130.56,4190
2022-01-21 08:00:00,130.4,132.11,130.4,131.25,10061
2022-01-21 07:00:00,130.41,130.41,130.2,130.4,791
2022-01-20 20:00:00,130.79,130.79,130.79,130.79,115
2022-01-20 19:00:00,130.8,130.8,130.73,130.73,315
2022-01-20 18:00:00,130.2,130.48,130.2,130.3,1885
2022-01-20 17:00:00,130.82,130.82,130.2,130.4,75526
2022-01-20 16:00:00,132.37,132.53,130.5705,130.79,1400603
2022-01-20 15:00:00,132.28,132.55,131.72,132.37,658757
2022-01-20 14:00:00,132.46,132.48,132.14,132.29,351489
2022-01-20 13:00:00,132.8227,132.88,132.21,132.47,331188
2022-01-20 12:00:00,132.23,132.865,131.39,132.815,617235
2022-01-20 11:00:00,131.92,132.49,131.31,132.23,575142
2022-01-20 10:00:00,131.66,132.09,130.67,131.86,477553
2022-01-20 09:00:00,131.77,131.81,131.77,131.8,1704
2022-01-20 08:00:00,131.45,131.45,131.45,131.45,106
2022-01-19 20:00:00,131.51,131.84,131.01,131.01,1411
2022-01-19 19:00:00,131.51,131.54,131.51,131.51,601
2022-01-19 18:00:00,131.74,131.74,131.74,131.74,598
2022-01-19 17:00:00,131.58,132.2,131.5,131.75,75258
2022-01-19 16:00:00,132.52,132.71,131.5,131.6,844970
2022-01-19 15:00:00,132.7,132.84,132.09,132.54,627786
2022-01-19 14:00:00,133.32,133.33,132.645,132.72,287774
2022-01-19 13:00:00,133.66,133.9,133.0276,133.28,295828
2022-01-19 12:00:00,133.23,133.84,133.03,133.67,561574
2022-01-19 11:00:00,133.3,133.49,132.33,133.2,538987
2022-01-19 10:00:00,132.9,133.78,132.7,133.28,371664
2022-01-19 09:00:00,133.1,133.1,133.05,133.05,1443
2022-01-19 08:00:00,132.81,132.81,132.81,132.81,435
2022-01-19 07:00:00,133.0,133.0,133.0,133.0,348
2022-01-19 06:00:00,132.63,132.63,132.63,132.63,400
2022-01-19 05:00:00,132.65,132.65,132.65,132.65,235
2022-01-18 20:00:00,132.71,132.71,132.71,132.71,100
2022-01-18 19:00:00,132.95,132.95,132.95,132.95,296
2022-01-18 18:00:00,132.7,132.95,132.7,132.95,759
2022-01-18 17:00:00,132.94,133.25,132.94,132.94,370690
2022-01-18 16:00:00,133.35,133.41,132.72,132.97,1029185
2022-01-18 15:00:00,133.62,133.7,133.08,133.37,442212
2022-01-18 14:00:00,133.1,133.7199,133.1,133.62,358351
2022-01-18 13:00:00,133.46,133.49,132.92,133.1,313149
2022-01-18 12:00:00,133.32,133.6999,132.99,133.44,424015
2022-01-18 11:00:00,132.93,133.35,131.78,133.33,606889
2022-01-18 10:00:00,132.54,133.89,132.54,132.91,649401
2022-01-18 09:00:00,134.0,134.0,132.8,132.8,11864
2022-01-18 08:00:00,133.69,133.69,133.41,133.52,2146
2022-01-18 06:00:00,133.42,133.42,133.27,133.27,759
2022-01-18 05:00:00,133.49,133.49,133.01,133.01,710
2022-01-14 20:00:00,134.22,134.2201,134.22,134.22,792
2022-01-14 19:00:00,134.2201,134.2201,134.2201,134.2201,127
2022-01-14 17:00:00,134.21,134.21,133.94,133.94,68526
2022-01-14 16:00:00,133.98,134.37,133.87,134.21,870436
2022-01-14 15:00:00,133.81,134.15,133.63,133.98,504258
2022-01-14 14:00:00,133.94,134.1,133.3,133.8,492979
2022-01-14 13:00:00,134.89,134.9,133.54,133.955,856477
2022-01-14 12:00:00,134.85,135.14,134.4462,134.89,496460
2022-01-14 11:00:00,133.73,134.89,133.54,134.8511,714114
2022-01-14 10:00:00,134.2,134.58,133.3801,133.71,616189
2022-01-14 09:00:00,134.68,134.68,134.16,134.2701,2806
2022-01-14 08:00:00,134.55,134.55,134.13,134.5,867
2022-01-14 07:00:00,134.54,134.76,134.54,134.76,1015
2022-01-13 19:00:00,134.65,134.87,134.6,134.6,1374
2022-01-13 18:00:00,134.7,134.7,134.7,134.7,663
2022-01-13 17:00:00,134.76,135.0,134.6,134.87,91351
2022-01-13 16:00:00,135.39,135.39,134.37,134.77,1104029
2022-01-13 15:00:00,135.4576,135.56,135.12,135.39,360138
2022-01-13 14:00:00,134.605,135.45,134.54,135.45,384479
2022-01-13 13:00:00,135.525,135.53,134.45,134.605,519683
2022-01-13 12:00:00,135.2,136.05,135.15,135.52,660539
2022-01-13 11:00:00,134.45,135.52,133.9,135.18,639191
2022-01-13 10:00:00,133.84,135.27,133.377,134.45,557436
2022-01-13 09:00:00,133.55,133.55,133.45,133.45,607
2022-01-13 08:00:00,133.8,133.8,133.44,133.44,837
2022-01-13 07:00:00,133.66,133.66,133.66,133.66,105
